name,value,category,date
Judy Miller,411.54,D,2024-07-21
Frank Wilson,586.92,A,2024-02-01
Judy Brown,91.38,C,2024-05-21
Alice Davis,502.37,C,2025-12-15
Heidi Rodriguez,150.22,D,2024-07-02
Bob Garcia,283.03,D,2023-10-04
Judy Wilson,213.14,A,2025-07-30
Judy Smith,532.74,C,2021-04-10
Frank Johnson,851.83,B,2025-07-25
Heidi Jones,88.0,B,2020-11-02
Eve Wilson,466.64,C,2026-07-29
Diana Wilson,763.22,A,2025-01-25
Judy Brown,291.76,D,2024-07-05
Frank Davis,701.13,D,2023-11-23
Ivan Smith,423.02,C,2022-09-02
Charlie Brown,780.8,D,2023-01-26
Ivan Miller,705.76,D,2022-09-02
Ivan Smith,506.22,C,2024-05-20
Diana Jones,70.72,C,2022-03-24
Frank Brown,876.27,C,2024-12-07
Frank Williams,451.41,B,2021-02-18
Charlie Johnson,932.79,D,2021-08-04
Charlie Brown,646.14,C,2022-03-07
Charlie Brown,498.09,D,2021-11-11
Alice Williams,979.25,D,2024-09-12
Judy Williams,722.36,A,2025-04-14
Eve Rodriguez,7.93,C,2023-07-04
Judy Miller,275.89,A,2021-10-10
Bob Jones,541.13,A,2021-08-12
Charlie Rodriguez,204.67,C,2020-07-12
Frank Davis,574.73,D,2022-01-09
Diana Williams,208.87,C,2022-11-22
Judy Johnson,687.5,D,2025-01-13
Heidi Smith,309.26,B,2025-12-04
Frank Garcia,604.73,A,2024-02-24
Alice Miller,941.3,C,2021-08-03
Charlie Jones,696.95,C,2023-01-27
Bob Rodriguez,779.92,C,2022-02-08
Heidi Williams,112.23,D,2023-10-10
Grace Jones,275.34,D,2020-04-28
Diana Garcia,905.59,D,2022-11-22
Judy Wilson,235.96,D,2025-12-04
Diana Davis,917.46,B,2020-01-04
Heidi Davis,334.15,A,2026-01-20
Frank Miller,671.35,B,2026-01-03
Charlie Smith,955.78,B,2025-02-03
Heidi Wilson,75.68,B,2026-03-03
Bob Johnson,778.64,D,2024-12-31
Judy Smith,399.02,D,2020-05-24
Eve Wilson,927.84,C,2023-06-22
Alice Brown,454.4,A,2025-07-28
Bob Garcia,230.96,B,2021-04-26
Diana Williams,406.11,B,2020-05-07
Charlie Wilson,67.92,C,2022-07-13
Heidi Davis,994.04,B,2023-06-08
Alice Jones,819.92,D,2024-04-08
Charlie Williams,808.24,A,2020-08-06
Eve Miller,444.0,A,2026-07-28
Judy Johnson,948.89,A,2020-08-26
Grace Davis,980.23,C,2020-03-12
Charlie Miller,373.32,D,2023-08-21
Bob Rodriguez,383.22,A,2023-07-08
Alice Johnson,375.78,D,2023-02-28
Eve Smith,158.63,C,2024-04-16
Judy Wilson,639.89,D,2023-12-07
Frank Brown,97.28,C,2023-01-15
Ivan Johnson,339.88,A,2025-05-08
Bob Williams,877.58,D,2021-02-14
Diana Miller,39.21,A,2021-02-04
Bob Davis,929.84,B,2025-02-15
Frank Miller,386.75,B,2021-01-15
Eve Davis,676.22,A,2021-03-07
Bob Miller,10.65,D,2021-09-08
Diana Williams,255.17,A,2024-08-20
Grace Miller,727.6,B,2023-05-12
Grace Davis,986.21,D,2024-01-03
Eve Davis,68.31,C,2026-01-28
Frank Smith,598.32,B,2020-02-02
Judy Garcia,370.51,B,2022-12-10
Frank Miller,434.69,C,2025-09-03
Charlie Davis,29.59,C,2024-01-01
Alice Miller,328.32,C,2026-07-18
Eve Jones,859.11,C,2026-07-10
Alice Williams,968.16,C,2021-07-14
Judy Garcia,410.87,C,2022-09-20
Eve Davis,260.0,A,2025-09-05
Judy Smith,826.89,B,2024-01-15
Alice Smith,134.0,B,2026-10-20
Alice Jones,340.78,B,2026-04-23
Frank Davis,301.2,D,2024-02-12
Diana Johnson,875.52,D,2026-03-07
Diana Wilson,387.22,B,2020-04-12
Charlie Jones,885.16,A,2022-02-19
Frank Miller,842.26,C,2025-06-26
Judy Brown,667.12,D,2025-05-24
Eve Wilson,957.13,C,2020-06-08
Grace Davis,262.96,B,2023-07-21
Diana Wilson,48.89,B,2024-09-20
Frank Garcia,913.65,D,2023-12-03
Judy Williams,17.92,C,2026-09-21
Ivan Rodriguez,731.19,A,2024-05-04
Diana Davis,190.94,C,2026-01-28
Alice Jones,722.75,D,2020-01-15
Ivan Garcia,61.32,C,2025-08-23
Eve Wilson,758.04,C,2023-07-08
Charlie Jones,499.03,B,2023-12-03
Judy Miller,985.15,D,2020-12-02
Bob Johnson,917.99,B,2024-03-07
Diana Johnson,55.08,C,2020-02-24
Eve Garcia,883.93,A,2022-02-01
Charlie Garcia,985.83,A,2026-02-20
Heidi Rodriguez,237.29,D,2026-09-14
Diana Davis,329.05,B,2026-11-21
Charlie Brown,804.76,C,2020-04-27
Grace Jones,191.14,C,2020-06-24
Grace Williams,811.07,C,2022-02-01
Bob Brown,245.0,C,2021-10-22
Frank Wilson,624.21,A,2022-01-15
Ivan Smith,828.34,C,2026-02-05
Grace Rodriguez,979.49,B,2025-07-18
Eve Rodriguez,647.78,B,2026-03-27
Eve Williams,324.66,B,2026-05-24
Alice Jones,596.43,D,2025-04-24
Heidi Johnson,658.09,D,2024-06-03
Alice Davis,862.6,C,2020-06-28
Alice Williams,852.47,C,2023-12-26
Frank Smith,586.34,C,2024-11-07
Heidi Jones,20.59,B,2023-08-11
Charlie Brown,128.9,C,2021-12-03
Grace Williams,778.26,C,2024-09-22
Bob Wilson,143.73,A,2020-01-24
Diana Williams,928.04,B,2021-10-30
Grace Wilson,295.77,D,2026-11-06
Judy Rodriguez,787.3,C,2024-09-24
Diana Brown,503.44,C,2021-09-05
Ivan Smith,967.03,A,2023-10-19
Bob Jones,238.72,D,2026-04-22
Bob Johnson,594.3,B,2025-11-22
Heidi Williams,914.55,C,2026-12-11
Heidi Williams,899.35,A,2022-08-10
Bob Davis,423.85,C,2025-05-14
Bob Davis,794.56,C,2022-07-01
Bob Davis,612.96,B,2024-04-04
Heidi Rodriguez,436.46,D,2021-07-27
Bob Garcia,967.53,B,2021-09-01
Eve Wilson,706.67,A,2023-08-05
Judy Williams,894.8,C,2026-10-05
Eve Williams,301.1,B,2022-05-02
Diana Garcia,415.77,D,2020-02-28
Grace Smith,593.96,D,2025-11-13
Frank Garcia,963.16,D,2024-01-30
Alice Brown,782.17,C,2022-05-02
Ivan Rodriguez,842.83,D,2023-09-09
Heidi Garcia,805.07,C,2021-09-22
Bob Williams,45.53,C,2026-03-21
Grace Garcia,3.71,B,2022-05-22
Grace Davis,391.2,C,2026-08-18
Ivan Brown,931.43,D,2021-06-19
Heidi Miller,826.13,C,2022-11-15
Grace Johnson,733.85,D,2026-06-29
Diana Rodriguez,940.35,A,2024-09-29
Ivan Johnson,804.11,D,2026-12-19
Judy Johnson,525.97,B,2025-04-11
Alice Wilson,533.23,D,2026-12-03
Alice Brown,978.46,A,2021-01-31
Charlie Wilson,271.41,C,2021-10-16
Eve Garcia,734.74,B,2023-08-13
Charlie Jones,274.15,D,2024-03-09
Ivan Brown,876.58,B,2020-02-07
Judy Jones,489.76,B,2023-04-20
Charlie Williams,747.98,A,2021-07-19
Charlie Johnson,318.46,B,2025-03-10
Alice Wilson,129.07,D,2021-09-25
Judy Miller,448.95,C,2024-03-18
Grace Davis,793.76,A,2025-11-10
Eve Jones,256.88,D,2021-05-18
Frank Wilson,22.56,D,2022-10-01
Charlie Davis,395.49,B,2023-04-05
Charlie Smith,122.73,D,2022-04-25
Charlie Garcia,362.42,A,2023-08-05
Diana Rodriguez,375.89,D,2024-07-13
Heidi Brown,189.42,C,2020-11-24
Diana Rodriguez,537.99,C,2025-04-08
Eve Rodriguez,183.99,C,2024-04-25
Alice Johnson,959.46,B,2026-05-19
Alice Wilson,524.68,D,2026-07-24
Grace Davis,828.74,B,2025-03-01
Heidi Williams,700.44,D,2021-03-16
Charlie Wilson,636.32,B,2025-12-13
Eve Johnson,553.38,D,2023-02-12
Eve Miller,536.38,A,2020-06-27
Alice Wilson,972.26,A,2026-04-21
Frank Johnson,465.17,D,2025-02-08
Ivan Williams,594.52,C,2025-06-27
Frank Smith,255.05,B,2023-01-25
Judy Wilson,105.47,A,2022-03-14
Alice Rodriguez,772.84,A,2022-12-21
Diana Johnson,726.1,D,2026-06-17
Frank Johnson,943.02,C,2021-07-28
Heidi Brown,30.85,B,2021-06-10
Heidi Miller,78.01,C,2023-03-04
Bob Miller,893.21,A,2025-11-03
Frank Miller,461.51,C,2020-08-11
Heidi Davis,263.01,C,2024-03-10
Judy Williams,754.92,D,2020-12-17
Alice Davis,494.57,B,2021-05-13
Diana Brown,281.2,C,2023-09-19
Grace Johnson,643.59,C,2025-02-28
Judy Smith,920.94,A,2021-03-29
Heidi Johnson,652.15,C,2022-06-19
Judy Jones,132.81,D,2025-03-13
Heidi Garcia,694.71,B,2025-05-05
Frank Wilson,407.75,A,2022-03-16
Eve Williams,983.82,D,2023-09-01
Diana Rodriguez,869.83,B,2021-04-25
Bob Johnson,723.48,B,2026-10-07
Judy Jones,819.26,C,2023-03-13
Eve Wilson,963.09,D,2026-10-10
Eve Rodriguez,967.64,D,2024-12-10
Bob Wilson,773.67,A,2022-12-11
Eve Jones,86.24,B,2026-07-08
Charlie Williams,551.43,D,2020-12-16
Judy Johnson,110.96,C,2024-09-03
Heidi Rodriguez,514.91,C,2020-05-07
Grace Rodriguez,971.26,A,2022-05-18
Alice Miller,50.05,A,2022-05-05
Judy Jones,913.04,B,2021-12-01
Judy Brown,244.15,C,2024-08-30
Diana Miller,963.45,D,2026-07-04
Charlie Williams,217.75,B,2021-11-04
Frank Miller,308.21,B,2020-04-18
Alice Brown,352.98,D,2024-05-16
Judy Johnson,675.51,A,2025-05-30
Grace Rodriguez,980.33,C,2020-03-18
Diana Jones,924.12,C,2021-02-24
Bob Davis,775.2,B,2024-03-09
Frank Rodriguez,657.89,C,2024-07-11
Charlie Rodriguez,92.37,C,2024-05-11
Bob Jones,808.2,C,2026-05-03
Heidi Williams,714.93,C,2025-12-17
Charlie Wilson,752.85,B,2025-04-07
Alice Williams,846.29,C,2020-07-26
Grace Davis,46.55,C,2026-09-21
Ivan Wilson,173.81,B,2026-10-20
Grace Brown,620.07,D,2020-11-11
Grace Davis,334.03,C,2022-09-05
Diana Jones,165.64,A,2023-02-03
Heidi Miller,13.47,A,2025-07-15
Heidi Johnson,43.57,B,2020-09-15
Diana Brown,416.6,A,2026-07-20
Ivan Davis,71.45,A,2021-01-14
Judy Jones,722.25,B,2021-03-21
Grace Williams,551.14,A,2023-01-30
Frank Smith,16.7,D,2026-11-15
Grace Brown,544.98,D,2025-09-29
Grace Rodriguez,599.81,A,2020-05-04
Judy Davis,243.78,D,2024-05-29
Judy Miller,959.93,C,2026-10-27
Judy Brown,599.42,D,2020-10-02
Diana Wilson,87.89,B,2025-05-09
Judy Johnson,925.48,C,2024-03-18
Alice Miller,844.75,A,2022-05-21
Eve Wilson,430.42,D,2020-03-19
Grace Williams,639.68,B,2021-07-13
Charlie Williams,786.81,B,2023-11-21
Charlie Davis,238.68,A,2021-02-05
Ivan Williams,422.95,B,2021-08-04
Ivan Smith,889.4,C,2026-05-21
Charlie Wilson,727.81,A,2021-02-21
Ivan Jones,45.79,B,2024-11-13
Judy Miller,586.2,B,2025-03-10
Ivan Johnson,171.74,B,2024-05-14
Frank Rodriguez,572.02,C,2023-11-28
Grace Brown,241.07,A,2026-09-29
Grace Smith,991.59,B,2026-01-27
Diana Wilson,823.25,C,2024-02-12
Frank Wilson,692.26,D,2022-10-21
Judy Davis,471.62,D,2025-10-03
Frank Smith,241.68,B,2022-05-25
Bob Jones,848.18,B,2020-07-15
Diana Davis,883.98,C,2023-02-02
Eve Wilson,292.03,B,2021-01-27
Bob Rodriguez,232.28,D,2022-10-10
Eve Williams,697.73,B,2026-05-09
Frank Davis,839.54,B,2022-09-25
Heidi Garcia,875.33,A,2025-07-13
Heidi Davis,876.19,B,2021-10-02
Ivan Davis,888.63,B,2021-11-11
Eve Brown,273.16,C,2022-08-05
Diana Johnson,701.51,B,2023-10-27
Heidi Brown,40.85,D,2023-12-26
Alice Johnson,118.43,B,2024-01-20
Eve Smith,32.94,B,2021-07-20
Grace Garcia,929.69,C,2021-03-02
Grace Wilson,880.3,B,2021-10-07
Grace Davis,517.67,A,2026-11-18
Judy Smith,539.36,D,2024-02-13
Ivan Davis,998.73,A,2022-03-09
Charlie Wilson,564.96,B,2024-04-13
Judy Williams,64.71,D,2026-05-18
Eve Wilson,966.02,C,2023-09-06
Diana Garcia,414.87,C,2022-08-02
Grace Garcia,991.06,A,2022-06-01
Diana Jones,498.41,A,2021-04-10
Charlie Jones,90.12,A,2025-01-11
Grace Jones,927.27,C,2023-11-19
Eve Johnson,500.97,C,2025-01-16
Ivan Williams,477.32,A,2026-04-29
Ivan Garcia,297.44,D,2025-06-14
Alice Brown,878.61,B,2020-06-26
Grace Johnson,714.6,B,2022-09-26
Ivan Garcia,585.35,D,2025-03-21
Diana Davis,632.56,B,2024-07-21
Grace Johnson,718.33,C,2025-10-18
Eve Williams,801.22,A,2026-05-27
Frank Johnson,114.75,B,2024-12-25
Judy Jones,664.14,D,2024-01-05
Heidi Miller,389.05,D,2020-11-10
Diana Rodriguez,962.0,A,2022-08-14
Grace Davis,550.48,C,2026-09-01
Grace Johnson,105.68,C,2020-11-13
Bob Williams,453.9,A,2024-09-24
Charlie Miller,328.86,A,2023-11-05
Frank Rodriguez,649.03,C,2025-12-07
Alice Williams,959.59,A,2025-12-02
Frank Miller,694.95,D,2025-10-01
Bob Jones,615.33,A,2024-01-03
Charlie Smith,327.62,D,2024-09-22
Eve Brown,518.28,C,2021-02-11
Alice Smith,956.83,A,2026-07-03
Eve Johnson,643.33,B,2025-03-01
Ivan Rodriguez,158.7,A,2021-09-29
Frank Jones,844.17,B,2024-03-17
Judy Johnson,30.02,A,2020-07-02
Judy Brown,692.24,B,2023-08-03
Bob Wilson,673.78,B,2020-03-27
Grace Brown,892.82,C,2025-05-28
Diana Wilson,361.51,C,2025-05-10
Alice Johnson,280.44,A,2020-01-11
Charlie Davis,462.73,B,2026-09-01
Diana Wilson,967.91,B,2020-05-30
Ivan Smith,518.46,C,2024-12-21
Ivan Wilson,959.26,C,2025-10-16
Bob Miller,169.38,B,2020-06-03
Frank Wilson,556.47,B,2025-01-12
Grace Jones,886.78,C,2026-11-01
Diana Brown,234.39,A,2022-11-12
Judy Miller,81.28,C,2024-12-06
Ivan Brown,209.14,C,2026-07-25
Alice Williams,597.19,A,2026-01-26
Grace Garcia,458.5,C,2024-05-14
Frank Miller,605.05,B,2020-10-12
Bob Garcia,316.49,D,2020-09-29
Charlie Garcia,551.78,A,2026-05-27
Diana Williams,932.24,B,2021-05-05
Judy Jones,274.67,A,2022-01-25
Judy Wilson,985.2,B,2021-06-27
Bob Miller,238.04,B,2024-03-07
Grace Johnson,261.74,C,2026-10-05
Ivan Jones,522.4,A,2025-07-15
Eve Davis,632.33,A,2021-09-01
Diana Davis,965.53,D,2020-10-09
Heidi Wilson,983.82,D,2020-01-17
Grace Jones,787.61,C,2022-12-06
Frank Miller,647.42,A,2020-12-17
Diana Garcia,820.6,C,2020-10-01
Diana Garcia,379.63,D,2021-12-07
Frank Smith,2.52,A,2025-05-18
Ivan Smith,254.78,B,2025-09-30
Eve Johnson,413.47,D,2023-05-02
Bob Garcia,691.24,B,2025-08-10
Eve Jones,556.24,A,2025-05-11
Charlie Rodriguez,427.27,B,2021-08-05
Eve Miller,91.84,A,2023-01-17
Frank Garcia,963.9,D,2024-04-26
Ivan Smith,109.84,A,2025-06-25
Eve Williams,688.18,A,2021-07-25
Ivan Jones,846.6,D,2021-05-02
Frank Garcia,381.23,A,2024-08-05
Eve Rodriguez,722.81,D,2026-05-16
Diana Garcia,603.89,B,2024-05-23
Alice Wilson,325.85,A,2024-12-10
Frank Davis,253.44,D,2026-10-25
Grace Smith,852.57,D,2024-01-06
Alice Davis,409.27,D,2025-11-30
Eve Miller,295.36,B,2022-11-03
Judy Garcia,523.78,B,2024-09-26
Charlie Williams,824.62,A,2025-07-09
Eve Miller,864.32,A,2020-08-31
Eve Rodriguez,433.33,D,2026-05-23
Charlie Rodriguez,539.9,B,2023-03-19
Alice Brown,645.64,D,2026-11-29
Eve Rodriguez,713.83,C,2023-12-21
Eve Davis,28.05,D,2022-12-15
Charlie Williams,571.63,D,2026-08-27
Charlie Wilson,823.89,A,2024-09-11
Bob Brown,659.22,C,2021-05-14
Diana Davis,821.1,A,2026-01-16
Bob Miller,513.46,D,2020-11-15
Grace Johnson,755.44,B,2020-12-09
Grace Williams,43.09,C,2021-06-18
Grace Jones,700.24,A,2021-08-01
Eve Davis,429.42,A,2023-06-06
Diana Rodriguez,567.97,D,2026-04-12
Judy Brown,568.51,C,2024-11-06
Frank Brown,367.55,C,2020-05-06
Charlie Rodriguez,15.04,D,2026-12-03
Grace Williams,258.01,D,2026-11-01
Grace Johnson,145.65,D,2021-02-04
Heidi Garcia,721.93,D,2026-07-04
Diana Williams,134.65,D,2022-09-07
Eve Brown,897.3,A,2026-06-17
Diana Smith,724.89,C,2023-11-29
Grace Johnson,258.45,A,2025-08-29
Ivan Miller,243.33,C,2022-06-12
Heidi Brown,560.23,A,2026-10-27
Ivan Johnson,750.89,A,2026-07-13
Bob Davis,105.51,D,2026-03-23
Charlie Davis,961.38,C,2024-07-30
Ivan Rodriguez,612.17,B,2024-12-03
Alice Rodriguez,485.22,A,2021-09-30
Charlie Williams,781.09,A,2024-03-02
Bob Johnson,26.79,A,2026-04-17
Charlie Brown,499.55,B,2026-03-10
Heidi Miller,595.06,D,2022-08-29
Diana Jones,893.62,C,2026-06-06
Alice Miller,635.26,A,2024-07-18
Ivan Williams,887.09,D,2023-09-03
Ivan Williams,505.03,A,2021-09-15
Alice Johnson,176.32,C,2022-02-19
Ivan Garcia,46.0,C,2022-03-04
Grace Jones,670.62,C,2020-04-03
Alice Garcia,912.03,A,2026-07-06
Alice Johnson,295.53,A,2022-01-30
Bob Rodriguez,178.22,A,2022-02-02
Diana Wilson,115.89,C,2021-03-08
Bob Johnson,545.75,B,2025-08-21
Bob Johnson,941.02,B,2025-02-18
Bob Johnson,896.37,D,2022-12-15
Judy Williams,746.18,D,2020-11-13
Heidi Miller,941.91,D,2026-10-22
Judy Davis,59.44,B,2026-01-13
Grace Johnson,388.92,C,2023-06-08
Eve Johnson,475.29,B,2025-10-04
Frank Smith,806.45,A,2026-02-09
Heidi Brown,30.81,D,2021-11-05
Alice Garcia,877.31,B,2020-06-08
Eve Miller,618.3,B,2024-02-17
Diana Smith,751.93,B,2022-01-09
Alice Davis,143.5,C,2025-10-23
Ivan Miller,573.04,C,2023-11-15
Bob Jones,217.58,C,2021-11-03
Grace Miller,290.28,D,2021-11-20
Heidi Davis,994.5,A,2026-06-06
Frank Wilson,389.19,A,2022-05-11
Ivan Johnson,454.47,B,2023-11-22
Alice Davis,928.61,B,2020-11-08
Diana Garcia,633.18,B,2020-12-12
Grace Wilson,525.0,C,2023-12-11
Frank Miller,615.72,C,2022-02-07
Bob Rodriguez,914.85,A,2023-01-01
Grace Johnson,138.63,A,2020-11-04
Judy Brown,628.71,C,2024-04-29
Diana Smith,854.74,C,2024-10-30
Ivan Wilson,152.2,D,2022-11-21
Ivan Garcia,219.11,D,2020-01-12
Eve Williams,527.5,C,2020-01-22
Grace Smith,555.72,C,2022-11-30
Diana Garcia,583.9,A,2023-08-16
Ivan Johnson,130.1,D,2026-08-12
Judy Brown,696.3,A,2025-04-26
Heidi Jones,146.66,C,2022-08-26
Charlie Smith,582.8,D,2026-10-24
Eve Rodriguez,610.8,A,2023-01-21
Heidi Johnson,712.08,A,2020-08-05
Heidi Johnson,879.31,A,2025-06-12
Eve Davis,479.43,C,2026-06-16
Heidi Smith,702.78,B,2025-01-15
Judy Johnson,92.76,C,2020-06-10
Diana Brown,835.1,A,2021-07-23
Judy Rodriguez,136.58,A,2026-03-02
Heidi Garcia,33.72,C,2026-08-20
Grace Rodriguez,851.6,A,2025-01-22
Ivan Jones,494.42,B,2023-03-29
Ivan Johnson,537.6,B,2026-01-06
Ivan Rodriguez,403.86,C,2025-07-15
Heidi Brown,140.48,B,2026-08-29
Heidi Rodriguez,591.34,B,2026-07-23
Bob Miller,111.76,D,2023-11-24
Ivan Smith,533.13,A,2025-02-21
Judy Johnson,237.32,C,2023-05-29
Frank Williams,281.53,A,2020-03-31
Charlie Brown,299.73,C,2020-03-04
Diana Davis,200.08,A,2025-01-26
Frank Jones,408.43,D,2021-03-30
Eve Miller,736.96,A,2023-03-06
Eve Jones,709.62,B,2025-03-19
Grace Garcia,779.66,D,2020-01-13
Alice Williams,348.57,C,2022-12-06
Heidi Miller,625.09,A,2022-08-24
Heidi Johnson,976.21,C,2022-06-29
Grace Jones,506.4,D,2021-03-03
Eve Brown,204.28,C,2026-09-13
Charlie Davis,438.51,A,2022-05-04
Eve Garcia,633.38,D,2020-09-15
Alice Davis,7.26,D,2026-07-24
Grace Johnson,602.12,A,2021-03-07
Diana Johnson,392.26,C,2023-08-27
Frank Williams,153.98,A,2024-09-28
Bob Miller,428.46,A,2024-02-12
Ivan Davis,327.63,B,2026-01-23
Frank Williams,709.26,B,2024-01-17
Diana Wilson,561.53,A,2020-09-29
Heidi Davis,127.32,D,2024-07-14
Ivan Jones,200.66,C,2023-12-24
Grace Garcia,498.55,C,2025-01-31
Judy Brown,462.32,D,2025-04-18
Heidi Brown,337.52,D,2021-12-06
Diana Davis,257.35,C,2022-05-21
Grace Jones,296.03,B,2021-09-12
Grace Garcia,372.36,B,2025-01-18
Grace Rodriguez,488.67,B,2023-05-16
Diana Jones,584.59,D,2020-11-12
Bob Jones,807.32,C,2024-11-17
Ivan Garcia,716.96,D,2026-09-24
Grace Brown,59.81,B,2026-06-06
Alice Williams,893.3,A,2020-03-31
Bob Wilson,509.94,D,2024-04-30
Alice Miller,492.14,B,2025-01-01
Bob Garcia,628.88,A,2020-01-03
Bob Smith,534.13,D,2025-09-10
Grace Davis,757.81,C,2022-07-29
Eve Jones,841.44,B,2022-07-17
Diana Miller,430.52,A,2024-01-28
Alice Johnson,670.68,D,2021-01-16
Diana Rodriguez,787.79,C,2020-08-13
Bob Jones,488.1,A,2023-02-08
Charlie Miller,795.28,C,2025-12-09
Ivan Garcia,805.62,B,2025-08-13
Eve Williams,684.32,C,2025-02-05
Ivan Wilson,639.18,C,2022-12-26
Charlie Garcia,331.26,A,2020-05-10
Frank Johnson,11.61,D,2020-06-09
Heidi Brown,522.58,A,2021-09-14
Eve Wilson,59.98,B,2026-01-20
Frank Davis,406.33,C,2023-11-09
Charlie Davis,374.48,A,2021-05-25
Frank Garcia,989.95,B,2023-04-09
Grace Smith,957.54,C,2023-01-05
Grace Brown,776.96,A,2023-08-04
Heidi Davis,644.51,D,2026-11-26
Bob Brown,223.66,D,2026-06-09
Bob Williams,623.25,A,2021-12-21
Frank Wilson,324.33,C,2026-03-08
Frank Brown,604.01,B,2020-08-04
Heidi Miller,561.59,C,2026-04-25
Heidi Johnson,738.47,B,2024-10-26
Diana Smith,109.31,D,2022-02-22
Eve Johnson,313.14,A,2023-09-12
Ivan Jones,683.37,A,2021-06-13
Alice Garcia,36.27,D,2021-05-12
Eve Williams,451.95,D,2025-10-18
Diana Miller,828.33,C,2021-04-26
Heidi Rodriguez,566.71,B,2026-09-09
Diana Johnson,836.85,B,2025-06-24
Ivan Garcia,264.99,B,2023-03-16
Bob Johnson,833.63,D,2022-07-29
Charlie Davis,735.76,A,2026-10-07
Ivan Garcia,987.01,B,2023-08-06
Charlie Garcia,376.18,B,2026-06-09
Eve Garcia,722.71,D,2022-01-27
Eve Garcia,595.14,A,2024-04-24
Frank Davis,909.84,B,2021-04-16
Ivan Garcia,193.92,B,2022-01-16
Alice Miller,801.7,B,2026-02-17
Frank Garcia,896.98,D,2026-09-16
Judy Brown,529.51,D,2021-02-02
Bob Brown,429.22,A,2026-05-06
Grace Garcia,615.45,C,2026-10-24
Eve Johnson,708.04,D,2024-07-14
Charlie Rodriguez,789.16,A,2026-02-20
Ivan Williams,763.78,A,2025-07-29
Judy Davis,214.82,C,2022-02-11
Judy Davis,764.75,C,2021-03-30
Alice Williams,488.09,D,2020-09-02
Bob Wilson,302.96,A,2024-10-06
Eve Davis,268.85,A,2025-01-24
Ivan Garcia,546.57,A,2025-08-06
Charlie Jones,257.12,C,2024-09-24
Bob Brown,678.09,A,2023-12-19
Ivan Wilson,30.84,D,2026-10-25
Grace Jones,524.12,C,2020-10-19
Frank Miller,581.56,A,2022-09-20
Charlie Smith,615.03,A,2024-10-06
Bob Jones,936.57,B,2026-04-04
Judy Williams,896.13,B,2025-09-02
Judy Jones,70.31,A,2021-07-17
Ivan Smith,316.43,D,2026-04-28
Grace Smith,274.07,C,2021-07-05
Judy Brown,963.22,C,2026-03-06
Alice Brown,74.73,A,2025-08-16
Bob Davis,32.68,C,2021-04-30
Bob Smith,843.53,B,2024-08-26
Charlie Johnson,129.54,B,2022-07-28
Ivan Davis,847.95,A,2025-06-14
Judy Garcia,521.03,B,2022-02-09
Frank Jones,353.94,A,2023-01-15
Diana Johnson,683.04,A,2022-06-30
Eve Miller,631.88,A,2024-07-12
Grace Rodriguez,575.94,C,2021-09-14
Diana Brown,320.86,B,2022-01-20
Ivan Rodriguez,732.0,B,2020-04-05
Charlie Johnson,74.68,D,2022-04-11
Frank Davis,651.45,D,2022-07-05
Judy Williams,825.99,D,2025-02-11
Ivan Williams,146.01,B,2024-10-21
Alice Davis,959.82,D,2021-03-19
Heidi Jones,786.01,B,2020-02-01
Diana Smith,173.19,A,2023-01-24
Ivan Brown,340.07,B,2024-01-12
Alice Rodriguez,364.93,C,2021-11-02
Grace Rodriguez,605.89,D,2021-05-11
Frank Johnson,60.95,C,2021-12-14
Ivan Jones,558.68,A,2026-08-09
Grace Johnson,523.04,B,2025-10-02
Heidi Davis,993.35,B,2020-09-04
Bob Johnson,926.52,C,2024-05-20
Frank Wilson,280.35,C,2020-12-15
Judy Brown,811.05,B,2020-08-15
Diana Smith,209.96,D,2025-06-10
Eve Williams,510.33,C,2025-06-16
Diana Jones,145.42,D,2025-10-03
Bob Wilson,236.86,A,2023-09-14
Alice Johnson,598.0,A,2020-11-25
Eve Smith,991.13,A,2023-12-01
Diana Johnson,501.12,B,2022-03-12
Heidi Rodriguez,759.76,D,2025-06-28
Bob Rodriguez,538.48,B,2021-03-14
Judy Johnson,899.42,C,2022-02-28
Alice Davis,192.7,C,2020-06-22
Grace Williams,512.74,C,2024-03-22
Charlie Rodriguez,127.76,A,2022-04-03
Grace Williams,950.91,C,2026-07-31
Diana Garcia,476.2,C,2021-02-04
Grace Johnson,352.93,C,2023-06-28
Ivan Miller,638.37,B,2024-01-11
Judy Davis,492.39,D,2025-08-20
Ivan Miller,876.65,B,2020-09-11
Charlie Johnson,169.47,D,2022-12-11
Charlie Garcia,745.9,D,2026-11-08
Bob Williams,289.18,D,2022-04-02
Grace Davis,697.91,D,2024-03-06
Bob Davis,920.82,A,2026-01-08
Grace Garcia,505.88,D,2020-05-25
Ivan Wilson,257.22,A,2026-07-24
Grace Smith,279.26,D,2026-05-05
Diana Smith,212.48,B,2021-11-08
Heidi Garcia,592.46,D,2021-12-12
Alice Miller,188.01,A,2025-02-18
Judy Miller,385.21,D,2021-12-31
Grace Garcia,786.95,A,2025-04-09
Diana Jones,212.63,A,2026-08-14
Ivan Miller,482.51,B,2020-03-13
Grace Miller,220.26,D,2023-03-11
Alice Williams,130.51,D,2022-09-25
Bob Smith,25.77,C,2026-09-26
Bob Miller,684.37,C,2024-03-18
Frank Smith,630.11,C,2023-12-13
Eve Miller,61.37,A,2025-02-10
Eve Garcia,766.58,C,2020-03-10
Grace Williams,294.24,C,2023-03-11
